# Roda 1;Roda 2;Roda 3;Roda 4;Roda 5;Roda 6;Roda 7;Roda 8;Roda 9;Roda 10;Roda 11;Roda 12;Roda 13;Roda 14;Roda 15;Roda 16;Roda 17;Roda 18;Roda 19;Roda 20;Roda 21;Roda 22;Roda 23;Roda 24;Roda 25;Roda 26;Roda 27;Roda 28;Roda 29;Roda 30;Roda 31;Roda 32;Roda 33;Roda 34;Roda 35;Roda 36;Roda 37;Roda 38;Roda 39;Roda 40;Roda 41;Roda 42;Roda 43;Roda 44;Roda 45;Roda 46;Roda 47;Roda 48;Roda 49;Roda 50;Roda 51;Roda 52;Roda 53;Roda 54;Roda 55;Roda 56;Roda 57;Roda 58;Roda 59;Roda 60;Roda 61;Roda 62;Roda 63;Roda 64;Roda 65;Roda 66;Roda 67;Roda 68;Roda 69;Roda 70;Roda 71;Roda 72;Roda 73;Roda 74;Roda 75;Roda 76;Roda 77;Roda 78;Roda 79;Roda 80;Roda 81;Roda 82;Roda 83;Roda 84;Roda 85;Roda 86;Roda 87;Roda 88;Roda 89;Roda 90;Roda 91;Roda 92;Roda 93;Roda 94;Roda 95;Roda 96;Roda 97;Roda 98;Roda 99;Roda 100;Roda 101;Roda 102;Roda 103;Roda 104;Roda 105;Roda 106;Roda 107;Roda 108;Roda 109;Roda 110
0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;39.96;0.00;40.72;0.00;39.67;0.00;41.17;0.00;40.43;0.00;41.26;0.00;39.71;0.00;41.41;0.00;40.17;0.00;41.48;0.00;39.32;0.00;41.12;0.00;36.88;0.00;40.04;0.00;39.49;0.00;41.05;0.00;40.29;0.00;41.49;0.00;41.49;0.00;41.17;0.00;41.17;0.00;41.45;0.00;41.45;0.00;39.51;0.00;40.71;0.00;40.72;0.00;41.43;0.00;40.08;0.00;41.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;40.06;0.00;40.82;0.00;39.75;0.00;41.26;0.00;40.65;0.00;41.30;0.00;39.86;0.00;41.46;0.00;40.55;0.00;41.52;0.00;39.72;0.00;41.22;0.00;36.88;0.00;40.11;0.00;39.59;0.00;41.14;0.00;40.23;0.00;40.97;0.00;40.97;0.00;40.98;0.00;40.98;0.00;41.44;0.00;41.44;0.00;39.53;0.00;41.63;0.00;40.61;0.00;41.10;0.00;39.97;0.00;40.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;40.64;0.00;41.05;0.00;40.30;0.00;41.87;0.00;41.63;0.00;41.80;0.00;40.61;0.00;41.63;0.00;41.22;0.00;41.75;0.00;40.25;0.00;42.06;0.00;37.75;0.00;40.27;0.00;40.16;0.00;41.30;0.00;40.58;0.00;40.90;0.00;40.90;0.00;40.74;0.00;40.74;0.00;41.44;0.00;41.44;0.00;39.63;0.00;42.85;0.00;40.40;0.00;40.55;0.00;39.91;0.00;40.41;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;41.03;0.00;41.88;0.00;41.21;0.00;42.33;0.00;42.79;0.00;42.58;0.00;41.18;0.00;42.35;0.00;43.25;0.00;43.01;0.00;41.02;0.00;42.81;0.00;38.48;0.00;41.06;0.00;41.47;0.00;41.58;0.00;40.96;0.00;41.01;0.00;41.01;0.00;40.78;0.00;40.78;0.00;41.48;0.00;41.48;0.00;39.73;0.00;45.35;0.00;40.29;0.00;40.37;0.00;39.83;0.00;40.29;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;41.44;0.00;42.31;0.00;41.63;0.00;42.77;0.00;43.22;0.00;42.91;0.00;42.24;0.00;42.77;0.00;44.31;0.00;43.98;0.00;41.94;0.00;44.62;0.00;40.02;0.00;41.73;0.00;42.28;0.00;42.69;0.00;41.77;0.00;41.68;0.00;41.68;0.00;41.22;0.00;41.22;0.00;41.62;0.00;41.62;0.00;39.94;0.00;0.00;0.00;40.35;0.00;40.44;0.00;39.84;0.00;40.35;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;41.78;0.00;42.64;0.00;41.96;0.00;43.14;0.00;0.00;0.00;43.15;0.00;42.68;0.00;43.17;0.00;45.18;0.00;45.87;0.00;43.68;0.00;45.42;0.00;40.61;0.00;43.19;0.00;43.80;0.00;44.27;0.00;42.10;0.00;42.16;0.00;42.16;0.00;41.59;0.00;41.59;0.00;41.88;0.00;41.88;0.00;40.30;0.00;0.00;0.00;40.49;0.00;40.97;0.00;39.90;0.00;40.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;43.48;0.00;0.00;0.00;46.44;0.00;44.26;0.00;45.95;0.00;41.00;0.00;43.77;0.00;44.33;0.00;45.01;0.00;42.59;0.00;43.18;0.00;43.18;0.00;42.48;0.00;42.48;0.00;42.89;0.00;42.89;0.00;41.51;0.00;0.00;0.00;40.73;0.00;41.33;0.00;40.24;0.00;40.99;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;44.12;0.00;0.00;0.00;45.56;0.00;42.59;0.00;43.64;0.00;43.64;0.00;43.27;0.00;43.27;0.00;43.62;0.00;43.62;0.00;42.33;0.00;0.00;0.00;41.38;0.00;42.04;0.00;40.54;0.00;41.64;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;45.88;0.00;0.00;0.00;44.28;0.00;44.28;0.00;43.59;0.00;43.59;0.00;44.48;0.00;44.48;0.00;43.22;0.00;0.00;0.00;41.72;0.00;42.53;0.00;41.19;0.00;41.96;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;44.39;0.00;44.39;0.00;43.82;0.00;43.99;0.00;45.37;0.00;45.37;0.00;44.16;0.00;0.00;0.00;42.04;0.00;42.70;0.00;41.48;0.00;42.26;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
